0.02490234, -0.001464844, 1.001465, 0.2594126, 0.013623, -0.006569942, 0.9656476, 0.07195417, -0.4960102, -0.5074522, 0.06770128, -0.3922093, -0.3440152
0.002929688, -0.015625, 0.984375, 0.2598538, 0.01356007, -0.006479447, 0.9655303, 0.07654531, -0.494376, -0.5113019, 0.06961491, -0.4049918, -0.3563747
0.007324219, 0, 0.987793, 0.2609158, 0.013345, -0.006288568, 0.9652478, 0.08203036, -0.496535, -0.5143608, 0.07166567, -0.4178508, -0.368788
0.0234375, 0.001464844, 0.9951172, 0.2614601, 0.0132495, -0.006192724, 0.9651023, 0.08428327, -0.5009733, -0.5155411, 0.07377275, -0.4307393, -0.3813124
0.02099609, 0.0004882813, 0.9907227, 0.2620049, 0.01315429, -0.006092095, 0.9649562, 0.08684725, -0.504863, -0.5178064, 0.07594393, -0.4436845, -0.393934
0.0078125, -0.006835938, 0.9926758, 0.2627034, 0.01306995, -0.006051889, 0.964769, 0.09126055, -0.5055606, -0.5196304, 0.07822545, -0.4566753, -0.406573
0.02246094, 0.05810547, 1.002441, 0.2460312, 0.01267536, -0.004962769, 0.9691662, 0.09985536, -0.5215443, -0.5192268, 0.08072183, -0.469656, -0.4196116
0.1054688, -0.06298828, 1.039063, 0.2359553, 0.01318411, -0.005057164, 0.9716612, 0.07693414, -0.5206004, -0.5088994, 0.08264519, -0.4823785, -0.4326266
-0.006347656, -0.08300781, 0.9975586, 0.2228091, 0.01346173, -0.005360092, 0.9747543, 0.07650091, -0.5026776, -0.5093032, 0.0845577, -0.495111, -0.4451935
0.008789063, 0.002929688, 1.003418, 0.219627, 0.01348766, -0.005358606, 0.9754758, 0.08191665, -0.5053654, -0.5085287, 0.08660562, -0.5078242, -0.4578277
0.05810547, -0.03857422, 0.9980469, 0.2092271, 0.01345983, -0.005283456, 0.9777597, 0.07203356, -0.5037168, -0.5086155, 0.08840647, -0.5205396, -0.4704206
0.04248047, -0.06591797, 0.9946289, 0.2087035, 0.01361308, -0.005463723, 0.9778685, 0.06298116, -0.4944342, -0.5095195, 0.089981, -0.5332776, -0.4827814
0.007324219, -0.006347656, 1.009766, 0.2092066, 0.01351723, -0.005373253, 0.9777629, 0.06780897, -0.4949504, -0.5071607, 0.09167622, -0.5459567, -0.4951552
0.02099609, -0.005371094, 0.9824219, 0.2107894, 0.01319992, -0.005213215, 0.9774281, 0.06932316, -0.4969875, -0.5114265, 0.0934093, -0.5587423, -0.5075799
0.007324219, 0.001464844, 0.9887695, 0.2113985, 0.01311204, -0.005090285, 0.9772984, 0.07457321, -0.4991254, -0.5142401, 0.09527363, -0.5715984, -0.520058
0.01953125, 0.001464844, 0.9912109, 0.2121441, 0.01302079, -0.00500231, 0.9771385, 0.07706664, -0.5024723, -0.516384, 0.0972003, -0.5845079, -0.5326198
0.02685547, -0.01904297, 0.9956055, 0.212902, 0.01291317, -0.004928865, 0.9769755, 0.0758107, -0.5019754, -0.5173321, 0.09909557, -0.5974413, -0.5451692
0.005859375, -0.003417969, 0.9926758, 0.2137514, 0.01280576, -0.004905209, 0.9767916, 0.08075657, -0.5028142, -0.5191743, 0.1011145, -0.6104206, -0.5577396
0.01025391, 0, 0.9794922, 0.2145045, 0.01271478, -0.004802145, 0.9766282, 0.08493486, -0.504811, -0.5242354, 0.1032379, -0.6235265, -0.5703598
0.02978516, 0.001464844, 0.9873047, 0.187252, 0.01370342, -0.004581787, 0.9822055, 0.08521075, -0.5087698, -0.527271, 0.1053681, -0.6367082, -0.5830791
-0.01416016, -0.06591797, 0.9946289, 0.1633457, 0.01403135, -0.005301917, 0.9864547, 0.09046456, -0.4937807, -0.5285449, 0.1076297, -0.6499218, -0.5954236
0.03613281, -0.05517578, 1.022949, 0.1309197, 0.0196896, -0.004979155, 0.9911845, 0.08852374, -0.4841979, -0.5225859, 0.1098428, -0.6629865, -0.6075286
0.1625977, -0.1611328, 1.284668, 0.09308408, 0.05556465, -0.004471542, 0.9940964, 0.07735858, -0.4523082, -0.4495969, 0.1117768, -0.6742264, -0.6188363
0.06494141, -0.34375, 1.375977, 0.08594877, 0.07251877, 0.001279746, 0.9936559, 0.09597843, -0.3669019, -0.3578038, 0.1141763, -0.6831715, -0.6280088
-0.1523438, -1.256836, 1.009766, 0.07971634, 0.07568455, 0.006810716, 0.9939167, 0.1202645, -0.05038619, -0.3643842, 0.1171829, -0.6922811, -0.6292685
0.6977539, -0.9829102, 1.284668, 0.03396234, 0.04911052, 0.03654022, 0.9975466, -0.03675008, 0.2025113, -0.2965083, 0.1162641, -0.6996939, -0.6242058
0.9086914, -1.185059, 1.208008, 0.001009844, -0.04089694, -0.04954055, -0.9979338, -0.2352404, 0.5223408, -0.2585323, 0.1103831, -0.7061571, -0.6111472
0.7114258, -1.213379, 1.038086, 0.04063939, -0.04714796, -0.05723717, -0.9964182, -0.3607659, 0.8601254, -0.2714937, 0.101364, -0.7129445, -0.5896441
0.6738281, -1.14502, 1.008301, 0.07959291, -0.06096012, -0.06051389, -0.9931197, -0.4480538, 1.189994, -0.2911671, 0.09016261, -0.7202237, -0.5598942
0.5776367, -1.04541, 1.196777, 0.1681461, -0.09829901, -0.05404417, -0.979358, -0.4354067, 1.499915, -0.2612084, 0.07927745, -0.7267539, -0.5223963
0.1420898, -0.7592773, 1.395508, 0.2693564, -0.1281721, -0.05725173, -0.9527544, -0.2770658, 1.68999, -0.2034348, 0.07235081, -0.7318398, -0.4801466
-0.0009765625, -0.6137695, 1.341797, 0.3307903, -0.1240415, -0.07320004, -0.9326484, -0.09466508, 1.823736, -0.1662117, 0.06998418, -0.7359951, -0.4345532
-0.6694336, -0.5097656, 0.5942383, 0.3974128, -0.1056158, -0.09726901, -0.9063368, 0.1406521, 1.798717, -0.3230104, 0.07350048, -0.7440703, -0.3895852
-1.03125, -0.3208008, 0.5, 0.5151154, -0.1087552, -0.1118463, -0.8428031, 0.3563726, 1.617298, -0.4924732, 0.0824098, -0.7563821, -0.3491528
-1.611816, 0.1655273, 0.6621094, 0.5630333, -0.129972, -0.1013545, -0.8098315, 0.5044561, 1.235269, -0.6096559, 0.0950212, -0.7716235, -0.318271
-1.82959, 0.378418, 0.8110352, 0.6310842, -0.1395471, -0.08927526, -0.7578185, 0.5563015, 0.7693799, -0.6823553, 0.1089287, -0.7886824, -0.2990365
-1.485352, 0.5576172, 1.04248, 0.660787, -0.1194775, -0.0995657, -0.7342834, 0.5411095, 0.3896052, -0.6586992, 0.1224565, -0.8051499, -0.2892964
-1.125, 0.4824219, 0.8823242, 0.668982, -0.1084189, -0.1071785, -0.7274757, 0.516328, 0.1073016, -0.6659627, 0.1353647, -0.8217989, -0.2866139
-0.7373047, 0.4760742, 0.8706055, 0.680511, -0.1027839, -0.1021286, -0.7182644, 0.4753687, -0.0779881, -0.674764, 0.1472489, -0.838668, -0.2885635
-0.6938477, 0.4873047, 0.8505859, 0.6845436, -0.1028613, -0.09779121, -0.7150196, 0.426479, -0.2534145, -0.6885166, 0.1579109, -0.855881, -0.2948989
-0.5200195, 0.4916992, 0.7685547, 0.6875457, -0.09784445, -0.09939042, -0.7126197, 0.3672189, -0.383725, -0.7196593, 0.1670913, -0.8738725, -0.3044921
-0.4267578, 0.4702148, 0.7954102, 0.6852792, -0.09093715, -0.1066184, -0.7146693, 0.3149909, -0.487243, -0.7438594, 0.1749661, -0.8924689, -0.3166731
-0.3198242, 0.4291992, 0.762207, 0.683735, -0.08748744, -0.1113815, -0.715851, 0.2697858, -0.5623395, -0.7781771, 0.1817107, -0.9119233, -0.3307316
-0.3535156, 0.4169922, 0.7495117, 0.6823446, -0.08498869, -0.115059, -0.7168956, 0.2277086, -0.6441806, -0.8153508, 0.1874035, -0.9323071, -0.3468361
-0.4814453, 0.4316406, 0.8359375, 0.6767625, -0.0786671, -0.1214842, -0.7218277, 0.1917521, -0.7534353, -0.8283327, 0.1921973, -0.9530154, -0.365672
-0.4946289, 0.4418945, 0.8808594, 0.6719927, -0.07673712, -0.1222844, -0.7263372, 0.1578941, -0.8652865, -0.8297142, 0.1961446, -0.9737583, -0.3873042
-0.6005859, 0.3701172, 1.056152, 0.6611094, -0.07247591, -0.1254501, -0.7361682, 0.1587868, -0.9968845, -0.7926379, 0.2001143, -0.9935742, -0.4122263
-0.6933594, 0.3759766, 1.054199, 0.6542633, -0.07087292, -0.1276629, -0.7420367, 0.1640644, -1.150327, -0.7538283, 0.2042159, -1.01242, -0.4409845
-0.9345703, 0.3950195, 1.008301, 0.6455494, -0.06896662, -0.1310832, -0.7492173, 0.1754993, -1.362434, -0.7198836, 0.2086034, -1.030417, -0.4750453
-1.05957, 0.3447266, 0.9814453, 0.6032083, -0.05928764, -0.1489386, -0.7813063, 0.2317777, -1.592427, -0.6884639, 0.2143978, -1.047629, -0.514856
-1.253418, 0.1914063, 0.9272461, 0.5804844, -0.05547174, -0.1536827, -0.7977067, 0.348144, -1.854333, -0.6762738, 0.2231014, -1.064535, -0.5612143
-1.28125, 0.1040039, 0.940918, 0.5523969, -0.0537048, -0.1562071, -0.8170511, 0.5062687, -2.106733, -0.66868, 0.2357581, -1.081252, -0.6138827
-1.225098, -0.09130859, 0.9238281, 0.480322, -0.04683417, -0.1606634, -0.8609766, 0.7381931, -2.296366, -0.6851128, 0.254213, -1.09838, -0.6712918
-1.198242, -0.2416992, 0.7729492, 0.4362804, -0.04165243, -0.1634647, -0.883857, 1.005076, -2.445575, -0.7505904, 0.2793399, -1.117145, -0.7324312
-1.237793, -0.6625977, 0.7250977, 0.3872004, -0.03342539, -0.1642475, -0.9066317, 1.362646, -2.508675, -0.8603927, 0.313406, -1.138655, -0.7951481
-1.131348, -0.9838867, 0.6181641, 0.2616624, -0.01131329, -0.1535132, -0.9528043, 1.73697, -2.407655, -1.01693, 0.3568303, -1.164078, -0.8553395
-0.0234375, -1.701172, 0.7729492, 0.1838375, -0.004914956, -0.1388381, -0.9730893, 1.90252, -1.985914, -1.19318, 0.4043933, -1.193908, -0.9049873
0.5805664, -1.603027, 1.391602, 0.03417532, 0.009986566, -0.08572028, -0.9956827, 1.783139, -1.53153, -1.17273, 0.4489717, -1.223226, -0.9432756
1.305176, -1.331543, 2.049805, 0.02838966, -0.007536711, 0.05559735, 0.998021, 1.436216, -1.170348, -0.9586152, 0.4848771, -1.247191, -0.9725342
0.9575195, -1.128418, 1.935059, 0.1005469, 0.0008568689, 0.04089855, 0.9940909, 1.147696, -0.9083813, -0.7510044, 0.5135695, -1.265966, -0.9952438
0.7094727, -0.8549805, 1.067383, 0.1259848, -0.01092469, 0.04724095, 0.9908464, 0.9183455, -0.7261241, -0.7576126, 0.5365282, -1.284907, -1.013397
0.7548828, -0.8076172, 0.8178711, 0.1615079, -0.03850363, 0.05624273, 0.9845147, 0.6624361, -0.579601, -0.8392143, 0.5530891, -1.305887, -1.027887
0.7832031, -0.659668, 1.07959, 0.1726191, -0.03902941, 0.05347415, 0.9827612, 0.4029728, -0.4700955, -0.8523889, 0.5631634, -1.327197, -1.039639
0.6264648, -0.559082, 1.230469, 0.1776967, -0.01061404, 0.04829574, 0.982842, 0.1998409, -0.3685928, -0.8114448, 0.5681594, -1.347483, -1.048854
0.3237305, -0.3496094, 1.188477, 0.1776967, -0.01061404, 0.04829574, 0.982842, 0.08453253, -0.2899082, -0.7754033, 0.5702727, -1.366868, -1.056102
0.1787109, -0.3032227, 1.068848, 0.1635553, -0.01483298, 0.05078261, 0.9851145, 0.00720109, -0.209139, -0.7683399, 0.5704527, -1.386076, -1.06133
0.1123047, -0.15625, 0.9931641, 0.1544532, -0.01484349, 0.05027899, 0.9866081, -0.04155423, -0.1582277, -0.7757117, 0.5694139, -1.405469, -1.065286
0.02246094, -0.09082031, 1.004883, 0.1152008, 0.0007293634, 0.04866802, 0.9921489, -0.01286229, 0.04415944, -0.002047729, -0.0003215574, -5.119324E-05, 0.001103986
-0.0859375, 0.03369141, 0.9135742, 0.1031233, 0.009719379, 0.04902432, 0.9934119, 0.01152364, 0.06268287, -0.02419481, -3.346638E-05, -0.0006560636, 0.002671058
