-0.00390625, -0.002441406, 1.002441, 0.9998927, -0.008248342, 0.002679192, -0.01179545, 0.001603362, 0.01412375, 1.002351, 0.571391, -0.2024155, -0.2967122, 0.3534927, -0.1903563, -0.168671, 1.002373
-0.01464844, 0.002929688, 0.987793, 0.9998888, -0.008178301, 0.002785085, -0.01214285, -0.008875128, 0.01937314, 0.9876761, 0.5692144, -0.1976642, -0.2997346, 0.3677231, -0.1978496, -0.1736126, 0.9876707
-0.01806641, -0.001464844, 0.9916992, 0.9998862, -0.008079322, 0.002927213, -0.01239112, -0.01209305, 0.01493508, 0.9916787, 0.5662486, -0.1940014, -0.3017754, 0.3818793, -0.205394, -0.1784626, 0.991474
-0.01220703, -0.002929688, 0.9853516, 0.9998769, -0.007993042, 0.003046601, -0.01314715, -0.006069167, 0.01306427, 0.9853262, 0.5647601, -0.1907974, -0.3053742, 0.3959983, -0.2130284, -0.1832325, 0.9848853
-0.01757813, -0.01074219, 0.9956055, 0.9998658, -0.007837311, 0.003299628, -0.01399583, -0.01108316, 0.005267914, 0.995743, 0.562042, -0.1895054, -0.3064182, 0.4100493, -0.2206888, -0.1879702, 0.9951165
-0.01074219, -0.007324219, 0.9838867, 0.9998617, -0.007748763, 0.003317725, -0.01433042, -0.004200916, 0.008140203, 0.98393, 0.5610117, -0.1875091, -0.3103594, 0.4240746, -0.2284478, -0.1926579, 0.9831148
-0.004394531, -0.01025391, 0.984375, 0.9998593, -0.007635359, 0.003385639, -0.01453771, 0.002192933, 0.004812702, 0.984424, 0.5615495, -0.1863287, -0.3141794, 0.4381134, -0.2363023, -0.1973161, 0.9834255
-0.00390625, -0.005371094, 0.9780273, 0.9998583, -0.007572698, 0.003401823, -0.01463632, 0.002808598, 0.009459475, 0.9780001, 0.5622383, -0.1840088, -0.3195749, 0.4521694, -0.2442917, -0.2019163, 0.9768826
-0.01123047, -0.004882813, 0.9829102, 0.999848, -0.007406448, 0.003480637, -0.01538476, -0.004309583, 0.009918383, 0.982927, 0.5611814, -0.1815763, -0.323762, 0.4661989, -0.2523857, -0.2064558, 0.9816648
-0.0009765625, -0.005371094, 0.9897461, 0.9998412, -0.007312288, 0.003459164, -0.01586672, 0.005929774, 0.009026892, 0.9897022, 0.5626357, -0.1793625, -0.3262876, 0.4802648, -0.2605429, -0.2109398, 0.9882841
-0.004394531, -0.009765625, 0.9829102, 0.9998304, -0.007169585, 0.003392044, -0.01661466, 0.002185207, 0.004367922, 0.9829563, 0.5631716, -0.1782912, -0.3304675, 0.4943441, -0.2688046, -0.2153971, 0.981336
0.00390625, -0.0009765625, 0.9926758, 0.9998279, -0.00710694, 0.003353258, -0.01679655, 0.01076445, 0.01288823, 0.9925419, 0.5658116, -0.1751304, -0.3322966, 0.5084894, -0.277112, -0.2197753, 0.9908957
-0.01806641, -0.003417969, 0.9799805, 0.9998129, -0.006946371, 0.003413867, -0.01771862, -0.01124455, 0.01071898, 0.9800298, 0.5630539, -0.1725016, -0.3371943, 0.5225657, -0.2855419, -0.2240879, 0.9782093
-0.002929688, -0.01269531, 0.9892578, 0.9998007, -0.006913793, 0.003337255, -0.01841675, 0.00345885, 0.0009772575, 0.9893371, 0.5639022, -0.1722619, -0.3398094, 0.5366633, -0.2940371, -0.2283944, 0.9872446
-0.02636719, -0.009765625, 0.9946289, 0.9997938, -0.006887069, 0.003361952, -0.01879758, -0.01977063, 0.004806114, 0.9948182, 0.5590535, -0.1710832, -0.3410802, 0.5506396, -0.3025641, -0.2326715, 0.9927708
-0.01220703, -0.002929688, 0.9926758, 0.9997874, -0.006796051, 0.003498477, -0.01913899, -0.005107305, 0.01089722, 0.9926822, 0.5578009, -0.1684107, -0.3428749, 0.5645847, -0.311136, -0.2368818, 0.990343
-0.009277344, -0.003417969, 0.9794922, 0.9997821, -0.006730947, 0.003595201, -0.01941727, -0.002105208, 0.009991762, 0.9794888, 0.5572846, -0.1659602, -0.3479053, 0.5785168, -0.3198336, -0.2410308, 0.9769743
-0.015625, -0.008300781, 0.9873047, 0.999776, -0.006632559, 0.00367349, -0.01975124, -0.008429051, 0.005274785, 0.9874132, 0.5552174, -0.1646665, -0.3509922, 0.5923972, -0.3286084, -0.2451475, 0.9847403
-0.01269531, -0.005859375, 0.9941406, 0.9997686, -0.006583196, 0.003781311, -0.02011536, -0.005140191, 0.007592113, 0.9941967, 0.5539567, -0.1628046, -0.3524155, 0.6062461, -0.3374188, -0.2492176, 0.9913596
