0.002441406, 0.01025391, 0.9868164, 0, 0, 0, 0, 0.002441406, 0.01025391, 0.9868164, 0, 0, 0, 0, 0, 0, -0.0268898, 0.0268898, 0.00126162
0.01269531, 0.004882813, 0.9936523, 0.3667316, 0.005802697, 0.00397345, 0.9302991, 0.001012752, 0.008210884, 0.993711, 0, 0, 0, 0, 0, 0, -0.04726464, 0.04726464, 0.005312427
-0.001953125, 0.02539063, 0.9916992, 0.3668368, 0.005778924, 0.003994184, 0.9302577, -0.002332112, -0.01672432, 0.9918824, 0, 0, 0, 0, 0, 0, -0.07556456, 0.07556456, 0.01210231
0.01367188, 0.01269531, 0.9912109, 0.3672846, 0.005754556, 0.003950574, 0.9300811, -0.005168472, 0.00316581, 0.991368, 0, 0, 0, 0, 0, 0, -0.1020312, 0.1020312, 0.02148719
0.01123047, 0.006835938, 0.9936523, 0.3672846, 0.005754556, 0.003950574, 0.9300811, 0.0006502091, 0.005783658, 0.9937223, 0, 0, 0, 0, 0, 0, -0.1248289, 0.1248289, 0.03305948
0.006347656, 0.01318359, 0.9780273, 0.3674135, 0.005837387, 0.003857608, 0.9300301, -0.0002509366, -0.002462914, 0.9781337, 0, 0, 0, 0, 0, 0, -0.1647152, 0.1647152, 0.04692656
0.015625, -0.003417969, 0.9814453, 0.3674135, 0.005837387, 0.003857608, 0.9300301, 0.004368889, 0.01600642, 0.9814354, 0.00107147, 0.003925574, -0.004552964, 2.678675E-05, -0.0001138241, 9.813936E-05, -0.1847319, 0.1847319, 0.06311834
0.005859375, 0.01708984, 0.9887695, 0.3673938, 0.005909453, 0.003760576, 0.9300378, -0.002354486, -0.005848351, 0.9889145, 0.0004940323, 0.002491266, -0.007271685, 3.913756E-05, -0.0002956162, 0.000160421, -0.200343, 0.200343, 0.07991835
0.001953125, 0.01855469, 0.9868164, 0.3673938, 0.005909453, 0.003760576, 0.9300378, -0.0005308909, -0.009592512, 0.986946, 0.0003638314, 0.0001387026, -0.01047318, 4.823335E-05, -0.0005574458, 0.0001638886, -0.2247074, 0.2247074, 0.09689412
0.01953125, 0.01367188, 0.9941406, 0.3675491, 0.005955288, 0.003775853, 0.929976, -0.009827518, 0.006005103, 0.9943597, -0.002046368, 0.001611454, -0.01185646, -2.925844E-06, -0.0008538573, 0.0002041749, -0.2391648, 0.2391648, 0.1143179
0.01513672, 0.009765625, 0.984375, 0.3675491, 0.005955288, 0.003775853, 0.929976, -0.004085701, 0.005825578, 0.9845141, -0.003048386, 0.003040177, -0.01565437, -7.913549E-05, -0.001245216, 0.0002801794, -0.2703145, 0.2703145, 0.132272
0.01220703, 0.009765625, 0.9936523, 0.3676745, 0.006130693, 0.003658293, 0.9299257, -0.001580289, 0.00350408, 0.9937679, -0.003435952, 0.003899553, -0.0171828, -0.0001650343, -0.001674787, 0.0003776682, -0.2817563, 0.2817563, 0.1508042
-0.001464844, 0.02685547, 0.9951172, 0.3676745, 0.006130693, 0.003658293, 0.9299257, -0.003270933, -0.01831101, 0.9953068, -0.004238148, -0.0005912213, -0.01833381, -0.000270988, -0.002133132, 0.0003628877, -0.3003201, 0.3003201, 0.1690569
-0.001953125, 0.002441406, 0.9931641, 0.3681051, 0.006224866, 0.003768404, 0.9297541, 0.01400408, -0.0007086946, 0.99307, -0.0008036473, -0.0007650286, -0.02003339, -0.0002910792, -0.002633967, 0.0003437619, -0.3223426, 0.3223426, 0.1872965
0.002929688, 0.01757813, 0.984375, 0.3680345, 0.006170196, 0.003774109, 0.9297825, -0.0001359694, -0.008372647, 0.9845007, -0.0008369938, -0.00281842, -0.0238346, -0.000312004, -0.003229832, 0.0002733014, -0.3499988, 0.3499988, 0.2063528
0.005859375, 0.0009765625, 0.9848633, 0.3681181, 0.006321848, 0.003694218, 0.9297486, 0.00931689, 0.005480727, 0.9848219, 0.001447974, -0.001474272, -0.02755704, -0.0002758047, -0.003918758, 0.0002364446, -0.3680458, 0.3680458, 0.2260145
0.00390625, 0.01171875, 0.9858398, 0.3683073, 0.006412169, 0.003689103, 0.929673, 0.003561877, -0.003758054, 0.9859036, 0.002321524, -0.002395935, -0.03101417, -0.0002177666, -0.004694112, 0.0001765463, -0.3849221, 0.3849221, 0.2455516
-0.007324219, 0.005859375, 0.9897461, 0.3683251, 0.006377345, 0.003710362, 0.9296661, 0.0157651, -0.007107271, 0.9896395, 0.006187915, -0.004138993, -0.0335551, -6.306867E-05, -0.00553299, 7.307145E-05, -0.3985435, 0.3985435, 0.2645363
0.02294922, 0.015625, 0.9892578, 0.3685068, 0.006386836, 0.003691636, 0.929594, -0.0129803, 0.00647642, 0.989541, 0.003004496, -0.002550651, -0.03612017, 1.204374E-05, -0.006435994, 9.305179E-06, -0.415759, 0.415759, 0.2830342
0.01123047, 0.007324219, 0.9819336, 0.368839, 0.006401315, 0.00364707, 0.9294622, 0.001131041, 0.004389806, 0.9820147, 0.003281884, -0.001474051, -0.04053108, 9.409084E-05, -0.007449271, -2.754609E-05, -0.4398819, 0.4398819, 0.3016218
