49967, 0.329590, 0.006348, -0.926270, -0.731707, -0.182927, -0.731707, 209, -223, -14,
49972, 0.326660, 0.007813, -0.921875, -0.792683, -0.365854, -0.731707, 209, -223, -14,
49977, 0.322754, 0.006836, -0.919922, -0.853659, -0.304878, -0.670732, 209, -223, -14,
49982, 0.317871, 0.008301, -0.918457, -0.731707, -0.060976, -0.487805, 209, -223, -14,
49987, 0.314941, 0.011719, -0.915527, -0.792683, 0.060976, -0.426829, 209, -223, -14,
49992, 0.311523, 0.014648, -0.915527, -0.609756, 0.426829, -0.243902, 209, -223, -14,
49996, 0.308594, 0.015137, -0.916016, -0.426829, 0.914634, -0.121951, 209, -223, -14,
50001, 0.308105, 0.014160, -0.916016, -0.182927, 1.463415, 0.060976, 209, -223, -14,
50006, 0.306641, 0.011719, -0.910645, -0.060976, 1.768293, 0.182927, 209, -223, -14,
50011, 0.305664, 0.008301, -0.906738, 0.000000, 2.195122, 0.487805, 209, -223, -14,
50016, 0.305176, 0.007813, -0.910645, -0.121951, 2.865854, 0.609756, 209, -223, -14,
50021, 0.309082, 0.009277, -0.915039, -0.121951, 3.536585, 0.792683, 209, -223, -14,
50026, 0.316895, 0.010254, -0.917480, -0.060976, 3.902439, 0.853659, 209, -223, -14,
50031, 0.325195, 0.012207, -0.922852, 0.000000, 4.390244, 0.975610, 209, -223, -14,
50036, 0.331055, 0.013184, -0.922852, 0.060976, 4.390244, 0.975610, 209, -223, -14,
50041, 0.331055, 0.011719, -0.926270, 0.304878, 4.329268, 1.097561, 209, -223, -14,
50046, 0.334473, 0.013184, -0.926270, 0.365854, 4.268293, 1.158537, 209, -223, -14,
50051, 0.339844, 0.008301, -0.927734, 0.365854, 4.207317, 1.036585, 209, -223, -14,
50056, 0.342285, 0.008789, -0.928711, 0.487805, 3.719512, 1.158537, 209, -223, -14,
50061, 0.340332, 0.005371, -0.929199, 0.304878, 3.353659, 1.158537, 209, -223, -14,
50066, 0.335938, 0.004395, -0.921875, 0.487805, 3.170732, 1.158537, 209, -223, -14,
50071, 0.329590, 0.003418, -0.915039, 0.121951, 2.987805, 1.097561, 209, -223, -14,
50076, 0.324219, 0.000488, -0.915527, 0.121951, 3.292683, 0.792683, 209, -223, -14,
50081, 0.320313, 0.002930, -0.915039, -0.060976, 3.536585, 0.914634, 209, -223, -14,
50085, 0.319824, 0.011230, -0.915039, -0.243902, 4.024390, 1.036585, 209, -223, -14,
50090, 0.321289, 0.014160, -0.914063, 0.000000, 4.268293, 1.036585, 209, -223, -14,
50095, 0.322266, 0.012207, -0.913574, 0.182927, 4.634146, 1.036585, 209, -223, -14,
50100, 0.326172, 0.011230, -0.918457, 0.243902, 4.939024, 1.036585, 209, -223, -14,
50105, 0.331055, 0.005859, -0.919922, 0.548780, 5.182927, 1.219512, 209, -223, -14,
50110, 0.331543, -0.000488, -0.918457, 0.426829, 5.121951, 1.341463, 209, -223, -14,
50115, 0.326660, 0.002930, -0.916016, 0.243902, 5.243902, 1.280488, 209, -223, -14,
50120, 0.322266, 0.000977, -0.910156, 0.121951, 5.487805, 1.219512, 209, -223, -14,
50125, 0.315430, 0.002441, -0.901855, 0.121951, 5.975610, 1.341463, 209, -223, -14,
50130, 0.302734, -0.003906, -0.895020, 0.000000, 6.524390, 1.402439, 209, -223, -14,
50135, 0.281250, -0.008789, -0.881348, 0.000000, 7.560976, 1.768293, 209, -223, -14,
50140, 0.272461, 0.001953, -0.871094, -0.304878, 9.512195, 1.646341, 209, -223, -14,
50145, 0.279785, -0.000977, -0.894531, -0.670732, 11.890244, 1.524390, 209, -223, -14,
50150, 0.310547, 0.011230, -0.911133, -0.548780, 13.475610, 1.585366, 209, -223, -14,
50155, 0.343750, 0.015137, -0.922852, -0.426829, 13.902439, 1.524390, 209, -223, -14,
50160, 0.363770, 0.010254, -0.933105, 0.000000, 13.719512, 1.707317, 209, -223, -14,
50165, 0.377441, 0.016113, -0.948242, 0.060976, 12.621951, 1.768293, 209, -223, -14,
50170, 0.374023, 0.002441, -0.934570, 0.060976, 11.707317, 1.646341, 209, -223, -14,
50174, 0.371094, 0.008301, -0.932617, 0.000000, 11.097561, 1.707317, 209, -223, -14,
50180, 0.368164, -0.001953, -0.933594, -0.243902, 10.182927, 1.036585, 209, -223, -14,
50184, 0.363281, -0.003906, -0.924316, -0.304878, 9.634146, 1.341463, 209, -223, -14,
50189, 0.354980, 0.003906, -0.923828, -0.548780, 9.451220, 1.158537, 209, -223, -14,
50194, 0.349609, 0.005371, -0.921387, -0.792683, 9.634146, 1.036585, 209, -223, -14,
50199, 0.365234, 0.016602, -0.929688, -0.609756, 9.756098, 0.853659, 209, -223, -14,
50204, 0.378906, 0.013184, -0.937500, -0.487805, 8.719512, 0.670732, 209, -223, -14,
50209, 0.386719, 0.013672, -0.935059, -0.182927, 7.804878, 0.792683, 209, -223, -14,
50214, 0.387695, 0.007324, -0.933594, -0.243902, 6.829268, 0.670732, 209, -223, -14,
50219, 0.382324, -0.000977, -0.928711, -0.243902, 5.792683, 0.487805, 209, -223, -14,
50224, 0.373535, -0.007324, -0.917480, -0.304878, 4.939024, 0.365854, 209, -223, -14,
