56594, 0.343750, 0.175293, -0.893066, -0.487805, -0.914634, -0.182927, 84, 355, 127,
56599, 0.347656, 0.177246, -0.892578, -0.365854, -0.792683, -0.243902, 84, 355, 127,
56604, 0.349121, 0.176270, -0.895508, -0.304878, -0.914634, -0.182927, 80, 357, 127,
56609, 0.342773, 0.172852, -0.894531, -0.365854, -1.097561, -0.121951, 80, 357, 127,
56614, 0.333984, 0.174805, -0.888672, -0.548780, -0.792683, 0.000000, 81, 358, 126,
56619, 0.333984, 0.176758, -0.884766, -0.426829, -0.304878, -0.060976, 81, 358, 126,
56624, 0.338867, 0.177734, -0.890137, -0.243902, 0.243902, 0.060976, 77, 360, 131,
56629, 0.348633, 0.176758, -0.894043, -0.060976, 0.487805, 0.121951, 77, 360, 131,
56634, 0.357422, 0.177734, -0.899414, -0.121951, 0.243902, 0.121951, 81, 360, 124,
56639, 0.361328, 0.176270, -0.905273, -0.182927, -0.304878, 0.121951, 81, 360, 124,
56644, 0.357910, 0.175781, -0.898926, -0.304878, -0.670732, 0.060976, 77, 359, 127,
56649, 0.354004, 0.176758, -0.896484, -0.487805, -0.670732, 0.000000, 77, 359, 127,
56654, 0.351074, 0.172852, -0.895508, -0.243902, -0.792683, -0.121951, 79, 356, 126,
56658, 0.350098, 0.175781, -0.896973, -0.426829, -0.792683, -0.121951, 79, 356, 126,
56663, 0.350586, 0.175781, -0.897461, -0.487805, -0.670732, -0.182927, 78, 357, 120,
56668, 0.352539, 0.175781, -0.896484, -0.426829, -0.731707, -0.182927, 78, 357, 120,
56673, 0.352051, 0.174805, -0.894531, -0.426829, -0.853659, -0.304878, 77, 355, 124,
56678, 0.351563, 0.174316, -0.896484, -0.487805, -1.036585, -0.365854, 77, 355, 124,
56683, 0.350586, 0.176270, -0.899902, -0.670732, -1.036585, -0.304878, 78, 357, 129,
56688, 0.349121, 0.176758, -0.897461, -0.548780, -1.097561, -0.487805, 78, 357, 129,
56693, 0.349121, 0.175781, -0.891113, -0.609756, -1.036585, -0.365854, 82, 358, 121,
56698, 0.348145, 0.178711, -0.893555, -0.487805, -0.975610, -0.365854, 82, 358, 121,
56703, 0.345703, 0.180176, -0.897461, -0.426829, -1.036585, -0.243902, 82, 358, 121,
56708, 0.343750, 0.177734, -0.894043, -0.365854, -0.914634, -0.243902, 82, 358, 121,
56713, 0.341797, 0.171387, -0.886230, -0.365854, -0.975610, -0.182927, 82, 358, 121,
56718, 0.336426, 0.169922, -0.888184, -0.426829, -0.792683, -0.243902, 78, 361, 128,
56723, 0.328613, 0.172852, -0.889160, -0.487805, -0.487805, -0.060976, 78, 361, 128,
56728, 0.329102, 0.176758, -0.887695, -0.426829, 0.304878, 0.060976, 76, 364, 128,
56733, 0.338867, 0.180664, -0.888672, -0.365854, 0.853659, 0.182927, 76, 364, 128,
56738, 0.354004, 0.185547, -0.893066, -0.060976, 0.914634, 0.304878, 74, 359, 126,
56742, 0.361328, 0.184570, -0.898926, 0.121951, 0.548780, 0.426829, 74, 359, 126,
56747, 0.358398, 0.174805, -0.897949, 0.243902, 0.060976, 0.426829, 75, 361, 122,
56752, 0.354492, 0.166016, -0.895020, 0.182927, -0.121951, 0.243902, 75, 361, 122,
56757, 0.350098, 0.165039, -0.901367, -0.243902, -0.060976, -0.060976, 73, 362, 122,
56762, 0.352539, 0.172363, -0.900391, -0.609756, 0.060976, -0.121951, 73, 362, 122,
56767, 0.357422, 0.180176, -0.896973, -0.670732, -0.121951, -0.182927, 69, 358, 121,
56772, 0.357910, 0.183105, -0.895508, -0.487805, -0.426829, -0.182927, 69, 358, 121,
56777, 0.355469, 0.185059, -0.896484, -0.182927, -0.670732, -0.121951, 75, 362, 126,
56782, 0.349609, 0.177246, -0.896484, -0.121951, -0.792683, -0.121951, 75, 362, 126,
56787, 0.347656, 0.170410, -0.895508, -0.243902, -0.731707, -0.182927, 81, 357, 127,
56792, 0.351074, 0.172363, -0.896973, -0.426829, -0.670732, -0.121951, 81, 357, 127,
56797, 0.354004, 0.176758, -0.898926, -0.487805, -0.548780, -0.182927, 84, 360, 122,
56802, 0.356445, 0.179688, -0.896484, -0.426829, -0.975610, -0.243902, 84, 360, 122,
56807, 0.353027, 0.176758, -0.895508, -0.487805, -1.219512, -0.243902, 78, 358, 127,
56812, 0.348145, 0.178711, -0.895508, -0.426829, -1.341463, -0.121951, 78, 358, 127,
56817, 0.345215, 0.175293, -0.894531, -0.426829, -1.097561, -0.182927, 80, 358, 124,
56822, 0.340820, 0.171387, -0.887695, -0.304878, -1.097561, -0.121951, 80, 358, 124,
56827, 0.340820, 0.172363, -0.887695, -0.426829, -0.914634, -0.121951, 81, 358, 127,
56831, 0.339355, 0.173340, -0.892090, -0.426829, -0.670732, -0.060976, 81, 358, 127,
56836, 0.344238, 0.176758, -0.896484, -0.365854, -0.182927, -0.060976, 80, 353, 131,
56841, 0.352051, 0.177734, -0.896973, -0.487805, 0.000000, -0.243902, 80, 353, 131,
56846, 0.357422, 0.179688, -0.897461, -0.304878, -0.304878, -0.060976, 77, 354, 130,
56851, 0.358887, 0.178711, -0.898438, -0.304878, -0.731707, 0.000000, 77, 354, 130,
